shortnam,africa,lat_abst,rich4,avexpr,logpgp95,logem4,asia,loghjypl,baseco,catho80,muslim80,no_cpm80,f_brit,f_french,sjlofr,avelf,temp1,temp2,temp3,temp4,temp5,humid1,humid2,humid3,humid4,steplow,deslow,stepmid,desmid,drystep,drywint,edes1975,landlock,goldm,iron,silv,zinc,oilres,malfal94,yellow,leb95,imr95,meantemp,lt100km,latabs,euro1900,democ1,cons1,indtime,democ00a,cons00a,other,extmort4,mi_lat_abst,mi_avexpr,mi_logpgp95,mi_logem4,mi_loghjypl,mi_baseco,mi_catho80,mi_muslim80,mi_no_cpm80,mi_f_brit,mi_f_french,mi_sjlofr,mi_avelf,mi_temp1,mi_humid1,mi_steplow,mi_edes1975,mi_goldm,mi_oilres,mi_malfal94,mi_leb95,mi_imr95,mi_meantemp,mi_lt100km,mi_latabs,mi_euro1900,mi_democ1,mi_cons1,mi_indtime,mi_democ00a,mi_cons00a,mi_extmort4
SGP,0,.013555556,0,9.318182,10.146434,2.8735647,1,-.50087529,1,4.6999998,17.4,75.300003,1,0,0,.3215287,28,33,36,19,21,76,82,70,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77.099998,4.9000001,27.1,1,.013556,4,8,7,36,0,1,0,17.700001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLE,1,.092222221,0,5.818182,6.253829,6.1800165,0,-2.748872,1,2.2,39.400002,53.599998,1,0,0,.81295663,25,31,33,13,20,73,83,70,79,1,0,0,0,0,0,0,0,0,0,0,0,0,.94999999,1,37.240002,170,26.200001,.46618599,.092221998,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
SLV,0,.15000001,0,5,7.9480319,4.3579903,0,-1.8515095,1,96.199997,0,1.400003,0,0,1,.051428571,9,20,42,-25,8,71,85,46,76,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,69.129997,32,23.571011,1,.15000001,20,0,3,157,0,3,0,78.099998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
SOM,1,.11111111,0,3,0,0,0,-3.0159349,0,0,99.800003,.19999695,1,0,0,.079116009,28,30,36,15,21,78,85,75,80,1,1,0,0,0,0,0,0,0,0,0,0,0,.94999999,1,0,0,0,0,0,0,7,7,35,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
STP,0,.011111111,0,8.409091,0,0,0,0,0,92.400002,0,5.3999987,0,0,1,0,19,22,44,-6,15,51,83,34,66,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
SUR,0,.044444446,0,4.681818,8.0100002,3.4713452,0,-1.3704209,0,36,13,14.400002,0,0,1,.75,27,33,37,17,19,87,92,66,80,0,0,0,0,0,0,1,0,0,0,0,0,0,.24699999,1,0,0,0,0,0,1,0,0,0,0,1,0,32.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0
SVK,0,.53777778,0,0,8.8522358,0,0,0,0,74,0,17.6,0,0,0,0,6,10,39,-27,4,74,90,51,82,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
SVN,0,.51111114,0,0,9.3001814,0,0,0,0,71.400002,1.5,27.099998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
SWE,0,.68888891,0,9.5,9.8663044,0,0,-.23952703,0,1.4,.1,30.099998,0,0,0,.065036766,6,10,35,-28,8,66,89,53,86,0,0,0,0,0,0,100,0,0,3,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
SWZ,1,.2922222,0,0,8.1077204,0,0,-1.8078889,0,10.8,.1,55.199997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.85499996,1,0,0,0,0,0,0,3,2,27,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
SYR,0,.3888889,0,5.818182,8.0294333,0,1,-.82553637,0,1.3,89.599998,8.9000015,0,1,1,.094791964,20,21,45,-6,13,43,81,19,59,0,1,0,0,0,0,0,0,0,0,0,0,123000,.097999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
TCD,1,.16666667,0,0,6.8351846,5.6347895,0,-3.4420192,0,21,44,23.4,0,1,1,.66620034,28,36,46,8,19,32,93,10,72,0,1,0,0,0,0,0,1,0,0,0,0,0,.94050002,1,0,0,0,0,0,0,0,1,35,0,1,0,280,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
TGO,1,.088888891,0,6.909091,7.2225661,6.5042882,0,-3.2188759,1,29.299999,17,47.599998,0,1,1,.72848684,27,32,38,15,21,95,97,61,77,1,0,0,0,1,0,0,0,0,0,0,0,0,.94999999,1,48.84,83.900002,26.799999,.16768999,.088889003,0,0,3,35,0,1,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THA,0,.16666667,0,7.6363635,8.774931,4.9416423,1,-1.8515095,0,.40000001,3.9000001,95.5,0,0,0,.35694879,28,37,41,11,22,90,94,53,70,0,0,0,0,0,0,0,0,0,0,0,0,4260,.35615999,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0
TJK,0,.43333334,0,0,6.8875527,0,1,0,0,0,85,15,0,0,0,0,13,19,41,-28,9,59,82,32,63,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
TKM,0,.44444445,0,0,7.6401234,0,1,0,0,0,87,13,0,0,0,0,14,16,42,-17,14,52,77,41,69,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
TTO,0,.12222222,0,7.4545455,8.7687302,4.4426513,0,-.69715524,1,35.799999,6.5,44.5,1,0,0,.23126984,26,35,38,11,16,83,89,61,76,0,0,0,0,0,0,40,0,0,0,0,0,442000,0,1,73.800003,14.5,25.9,1,.122222,40,8,7,33,0,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUN,1,.37777779,0,6.4545455,8.4826021,4.1431346,0,-1.5278579,1,.1,99.400002,.49999848,0,1,1,.070252195,24,25,48,-1,11,72,86,40,64,1,0,0,0,0,0,0,0,0,0,0,0,198000,0,0,69.5,30.299999,19.6,.479655,.37777799,3,0,1,36,0,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,0,.43333334,0,7.4545455,8.6411791,0,1,-1.5232602,0,.1,99.199997,.70000303,0,0,1,.16356839,9,15,38,-25,7,54,86,25,71,0,1,0,0,0,0,0,0,0,0,0,0,7970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
TWN,0,0,0,9.227273,0,0,1,-.809681,0,0,0,0,0,0,0,0,21,30,38,0,19,90,93,62,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
TZA,1,.06666667,0,6.6363635,6.253829,5.6347895,0,-3.4420192,1,28.200001,32.5,28.099998,0,0,0,.89024693,22,31,36,8,16,70,84,36,56,0,0,0,0,0,0,0,0,0,0,0,0,0,.92150003,1,47.919998,81.5,25.09024,.088188998,.066666998,0,0,3,33,0,1,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,1,.011111111,0,4.4545455,6.9660244,5.6347895,0,-3.4420192,1,49.599998,6.5999999,41.900002,1,0,0,.83579069,24,29,36,12,15,78,89,54,72,0,0,0,0,1,0,0,1,0,0,0,0,0,.94999999,1,39.639999,107,21.57432,0,.011111,0,7,7,33,0,1,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,0,.54444444,0,0,7.8119736,0,0,0,0,0,0,100,0,0,0,0,5,8,35,-25,9,69,92,50,84,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
URY,0,.36666667,0,7,9.0312138,4.2626801,0,-1.0788096,1,59.5,0,38.599998,0,0,1,.06666667,20,26,43,-4,8,73,89,52,69,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,73.93,17.5,18.4,.31232899,.366667,60.000004,1,1,165,1,1,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,0,.42222223,1,10,10.21574,2.7080503,0,0,1,30,.80000001,25.600002,1,0,0,.20903142,27,32,37,15,21,62,70,59,68,0,0,0,0,0,0,83.600006,0,11,6,11,13,95700,0,1,76.699997,7.0999999,11.2,.111732,.42222199,87.5,7,7,195,10,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZB,0,.45555556,0,0,7.8079166,0,1,0,0,0,88,12,0,0,0,0,13,16,42,-17,14,52,77,41,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
VEN,0,.088888891,0,7.1363635,9.0710783,4.3579903,0,-.70319748,1,94.800003,0,4.1999969,0,0,1,.052499998,20,28,33,7,12,78,84,60,63,1,1,0,0,0,0,20,0,0,2,0,0,3040000,.0070400001,1,72.410004,20.9,24.799999,.24440899,.088889003,20,1,1,165,1,3,0,78.099998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,0,.17777778,0,6.409091,7.2793188,4.9416423,1,0,1,3.9000001,1,94.900002,0,1,1,.11764706,25,33,43,6,22,74,83,67,76,0,0,0,0,0,0,0,0,0,0,0,0,7140,.70109999,1,67.389999,38.200001,25.55714,.57028198,.17777801,0,0,1,41,0,1,0,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,.16666667,0,6.3636365,6.6463904,0,1,-1.551169,0,0,99.5,.40000001,0,0,1,.0122,30,31,41,19,24,63,79,52,69,0,0,0,0,0,0,0,0,0,0,0,0,309000,.76788002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
YUG,0,.48888889,0,6.318182,0,0,0,-1.2039728,0,4,19,76,0,0,0,.27777779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
ZAF,1,.32222223,0,6.8636365,8.885994,2.74084,0,-1.3862944,1,10.4,1.3,49.299999,1,0,0,.83098179,19,29,39,-2,7,71,91,54,67,1,0,0,0,0,1,16,0,47,4,0,2,0,.1045,0,54.73,59.200001,17.700001,.19633,.32222199,22,3,3,139,3,3,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAR,1,0,0,3.5,6.8669333,5.480639,0,-3.4112477,1,48.400002,1.4,21.199999,0,0,1,.87225288,25,32,36,14,19,88,95,61,73,0,0,0,0,0,0,0,0,0,0,0,3,4540,.94999999,1,50.790001,90.199997,23.354549,.0039869999,0,8,0,1,35,0,1,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,1,.16666667,0,6.6363635,6.8134446,0,0,-2.9759297,0,26.200001,.30000001,41.599998,1,0,0,.82939768,21,28,38,4,14,39,85,19,71,1,0,0,0,0,0,0,1,0,0,0,0,0,.94999999,1,0,0,0,0,0,3,4,3,31,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
ZWE,1,.22222222,0,6,7.6962128,0,0,-2.7333682,0,14.4,.89999998,63.299999,1,0,0,.59863639,18,26,35,0,9,43,77,26,57,1,0,0,0,0,0,4,0,0,0,0,0,0,.60799998,1,0,0,0,0,0,7.1999998,7,7,72,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
